Table	Head	Target	Result	Convers
0	2	20	19.915	1
0	2	25	25.095	1
0	2	30	30.23441	1
0	2	35	35.4368	1
0	3	2.8	3.602201	1
0	3	4	4.550001	1
0	3	5	5.268201	1
0	3	8	8.049999	1
0	3	11	11.3078	1
0	3	15	15.3594	1
0	3	20	20.3182	1
0	3	25	25.473	1
0	3	30	30.548	1
0	3	35	35.6328	1
0	4	2.8	3.577001	1
0	4	4	4.466001	1
0	4	5	5.346601	1
0	4	8	8.325801	1
0	4	11	11.4646	1
0	4	15	15.6464	1
0	4	20	20.629	1
0	4	25	25.7012	1
0	4	30	30.8854	1
0	4	35	35.9324	1
0	5	2.8	3.857	1
0	5	4	4.573801	1
0	5	5	5.551001	1
0	5	8	8.978201	1
0	5	11	11.571	1
0	5	15	15.225	1
0	5	20	19.5818	1
0	5	25	25.2882	1
0	5	30	30.4738	1
0	5	35	35.6412	1
0	6	2.8	3.402	1
0	6	4	4.492601	1
0	6	5	5.300401	1
0	6	8	8.176	1
0	6	11	11.2448	1
0	6	15	15.1998	1
0	6	20	20.3532	1
0	6	25	25.5556	1
0	6	30	30.527	1
0	6	35	35.53481	1
0	7	2.8	2.9456	1
0	7	4	4.204199	1
0	7	5	5.164601	1
0	7	8	8.097602	1
0	7	11	11.1608	1
0	7	15	15.12	1
0	7	20	20.2706	1
0	7	25	25.319	1
0	7	30	30.3338	1
0	7	35	35.4816	1
1	0	2.8	3.494401	1
1	0	4	4.249	1
1	0	5	5.0316	1
1	0	8	8.038799	1
1	0	11	10.9886	1
1	0	15	14.9912	1
1	0	20	20.1096	1
1	0	25	25.0992	1
1	0	30	30.0986	1
1	0	35	35.4774	1
1	1	2.8	3.4902	1
1	1	4	4.442201	1
1	1	5	5.173001	1
1	1	8	8.051399	1
1	1	11	11.137	1
1	1	15	15.239	1
1	1	20	20.2146	1
1	1	25	25.3358	1
1	1	30	30.2428	1
1	1	35	35.4102	1
1	2	2.8	3.561601	1
1	2	4	4.331601	1
1	2	5	5.265401	1
1	2	8	8.180201	1
1	2	11	10.927	1
1	2	15	15.0822	1
1	2	20	20.1936	1
1	2	25	25.5136	1
1	2	30	30.268	1
1	2	35	35.7	1
1	3	2.8	3.304	1
1	3	4	4.285399	1
1	3	5	5.091802	1
1	3	8	8.1326	1
1	3	11	11.382	1
1	3	15	15.1312	1
1	3	20	20.363	1
1	3	25	25.452	1
1	3	30	30.3254	1
1	3	35	35.3766	1
1	4	2.8	3.456601	1
1	4	4	4.421201	1
1	4	5	5.131001	1
1	4	8	8.184401	1
1	4	11	11.0866	1
1	4	15	15.085	1
1	4	20	20.146	1
1	4	25	25.0768	1
1	4	30	30.492	1
1	4	35	35.4774	1
1	5	2.8	3.4174	1
1	5	4	4.337201	1
1	5	5	5.166001	1
1	5	8	8.239	1
1	5	11	11.1664	1
1	5	15	15.3636	1
1	5	20	20.2384	1
1	5	25	25.3414	1
1	5	30	30.4766	1
1	5	35	35.56981	1
1	6	2.8	3.491601	1
1	6	4	4.426801	1
1	6	5	5.150601	1
1	6	8	8.122801	1
1	6	11	11.0894	1
1	6	15	15.113	1
1	6	20	20.202	1
1	6	25	25.2322	1
1	6	30	30.3394	1
1	6	35	35.525	1
1	7	2.8	3.439801	1
1	7	4	4.4856	1
1	7	5	5.243001	1
1	7	8	8.2446	1
1	7	11	11.1692	1
1	7	15	15.211	1
1	7	20	20.286	1
1	7	25	25.2588	1
1	7	30	30.3548	1
1	7	35	35.5026	1
0	0	2.8	3.9466	1
0	0	4	4.802	1
0	0	5	5.8548	1
0	0	8	8.502202	1
0	0	11	11.4478	1
0	0	15	15.3762	1
0	0	20	20.4064	1
0	0	25	25.291	1
0	0	30	30.268	1
0	0	35	35.7938	1
0	1	2.8	3.4132	1
0	1	4	4.317601	1
0	1	5	5.252801	1
0	1	8	8.141	1
0	1	11	11.1118	1
0	1	15	15.036	1
0	1	20	20.16	1
0	1	25	25.1524	1
0	1	30	30.2862	1
0	1	35	35.3178	1
0	2	2.8	2.4164	1
0	2	4	3.983	1
0	2	5	5.117002	1
0	2	8	7.868	1
0	2	11	10.976	1
0	2	15	14.7756	1
0	2	20	20.0634	1
0	2	25	25.1846	1
0	2	30	30.2134	1
0	2	35	35.3108	1
0	3	2.8	3.543401	1
0	3	4	4.3246	1
0	3	5	5.261201	1
0	3	8	8.0612	1
0	3	11	11.2588	1
0	3	15	15.1116	1
0	3	20	20.1684	1
0	3	25	25.3176	1
0	3	30	30.5018	1
0	3	35	35.6636	1
0	4	2.8	3.634401	1
0	4	4	4.5934	1
0	4	5	5.562201	1
0	4	8	8.4182	1
0	4	11	11.4898	1
0	4	15	15.4378	1
0	4	20	20.7214	1
0	4	25	25.704	1
0	4	30	30.8672	1
0	4	35	35.8932	1
0	5	2.8	3.8864	1
0	5	4	4.527601	1
0	5	5	5.4138	1
0	5	8	8.4798	1
0	5	11	11.7502	1
0	5	15	15.1298	1
0	5	20	20.2832	1
0	5	25	25.3596	1
0	5	30	30.996	1
0	5	35	35.637	1
0	6	2.8	3.355801	1
0	6	4	4.452001	1
0	6	5	5.4306	1
0	6	8	8.2376	1
0	6	11	11.1734	1
0	6	15	15.2348	1
0	6	20	20.3434	1
0	6	25	25.284	1
0	6	30	30.2974	1
0	6	35	35.6552	1
0	7	2.8	3.0702	1
0	7	4	4.299399	1
0	7	5	5.170201	1
0	7	8	7.9422	1
0	7	11	11.0992	1
0	7	15	15.2222	1
0	7	20	20.3252	1
0	7	25	25.3694	1
0	7	30	30.4444	1
0	7	35	35.497	1
1	0	2.8	3.5112	1
1	0	4	4.2322	1
1	0	5	4.9966	1
1	0	8	7.973	1
1	0	11	10.9312	1
1	0	15	15.0668	1
1	0	20	19.936	1
1	0	25	25.07541	1
1	0	30	30.3058	1
1	0	35	35.6062	1
1	1	2.8	3.469201	1
1	1	4	4.405801	1
1	1	5	5.199601	1
1	1	8	8.1144	1
1	1	11	11.095	1
1	1	15	15.1844	1
1	1	20	20.202	1
1	1	25	25.3904	1
1	1	30	30.275	1
1	1	35	35.476	1
1	2	2.8	3.486001	1
1	2	4	4.2098	1
1	2	5	5.180001	1
1	2	8	8.162001	1
1	2	11	11.1748	1
1	2	15	15.2306	1
1	2	20	20.0648	1
1	2	25	25.2112	1
1	2	30	30.1994	1
1	2	35	35.5516	1
1	3	2.8	3.3054	1
1	3	4	4.306401	1
1	3	5	5.118402	1
1	3	8	8.310401	1
1	3	11	11.2504	1
1	3	15	15.1298	1
1	3	20	20.2678	1
1	3	25	25.3456	1
1	3	30	30.3996	1
1	3	35	35.504	1
1	4	2.8	3.2676	1
1	4	4	4.352601	1
1	4	5	5.300401	1
1	4	8	8.026199	1
1	4	11	10.9536	1
1	4	15	15.1452	1
1	4	20	20.2384	1
1	4	25	25.1034	1
1	4	30	30.0832	1
1	4	35	35.6706	1
1	5	2.8	3.364201	1
1	5	4	4.2938	1
1	5	5	5.087602	1
1	5	8	8.292201	1
1	5	11	11.1958	1
1	5	15	15.204	1
1	5	20	20.0172	1
1	5	25	25.277	1
1	5	30	30.4542	1
1	5	35	35.48159	1
1	6	2.8	3.43	1
1	6	4	4.354001	1
1	6	5	5.117002	1
1	6	8	8.0402	1
1	6	11	11.102	1
1	6	15	15.1578	1
1	6	20	20.139	1
1	6	25	25.207	1
1	6	30	30.4066	1
1	6	35	35.40459	1
1	7	2.8	3.371201	1
1	7	4	4.397401	1
1	7	5	5.132401	1
1	7	8	8.211001	1
1	7	11	11.2126	1
1	7	15	15.1914	1
1	7	20	20.0648	1
1	7	25	25.2042	1
1	7	30	30.2988	1
1	7	35	35.4172	1
0	0	2.8	4.1174	1
0	0	4	5.019	1
0	0	5	5.8072	1
0	0	8	8.4182	1
0	0	11	11.3246	1
0	0	15	15.295	1
0	0	20	20.6332	1
0	0	25	25.1902	1
0	0	30	30.3492	1
0	0	35	36.0234	1
0	1	2.8	3.595201	1
0	1	4	4.3064	1
0	1	5	5.286401	1
0	1	8	8.127001	1
0	1	11	11.1524	1
0	1	15	15.1872	1
0	1	20	20.0872	1
0	1	25	25.2714	1
0	1	30	30.22601	1
0	1	35	35.4578	1
0	2	2.8	2.275	1
0	2	4	3.9242	1
0	2	5	4.9994	1
0	2	8	7.8764	1
0	2	11	10.8892	1
0	2	15	14.833	1
0	2	20	19.8772	1
0	2	25	25.1888	1
0	2	30	30.4332	1
0	2	35	35.31499	1
0	3	2.8	3.6862	1
0	3	4	4.368001	1
0	3	5	5.290601	1
0	3	8	8.055599	1
0	3	11	11.2308	1
0	3	15	15.2222	1
0	3	20	20.342	1
0	3	25	25.375	1
0	3	30	30.6446	1
0	3	35	35.6692	1
0	4	2.8	3.490201	1
0	4	4	4.419801	1
0	4	5	5.4852	1
0	4	8	8.381801	1
0	4	11	11.3526	1
0	4	15	15.5848	1
0	4	20	20.636	1
0	4	25	25.7348	1
0	4	30	30.9638	1
0	4	35	36.0318	1
0	5	2.8	3.8864	1
0	5	4	3.416001	1
0	5	5	5.369	1
0	5	8	5.998999	1
0	5	11	9.916202	1
0	5	15	15.295	1
0	5	20	20.2608	1
0	5	25	25.2826	1
0	5	30	30.4234	1
0	5	35	35.8078	1
0	6	2.8	3.456601	1
0	6	4	4.494001	1
0	6	5	5.294801	1
0	6	8	8.359401	1
0	6	11	11.1006	1
0	6	15	15.197	1
0	6	20	20.2496	1
0	6	25	25.326	1
0	6	30	30.254	1
0	6	35	35.6916	1
0	7	2.8	3.129	1
0	7	4	4.3204	1
0	7	5	5.080601	1
0	7	8	8.1424	1
0	7	11	11.1258	1
0	7	15	14.9814	1
0	7	20	20.1922	1
0	7	25	25.2896	1
0	7	30	30.4458	1
0	7	35	35.4382	1
1	0	2.8	3.431401	1
1	0	4	4.2504	1
1	0	5	5.0302	1
1	0	8	8.005199	1
1	0	11	10.9354	1
1	0	15	15.0738	1
1	0	20	20.153	1
1	0	25	25.179	1
1	0	30	30.128	1
1	0	35	35.504	1
1	1	2.8	3.439801	1
1	1	4	4.370801	1
1	1	5	5.161801	1
1	1	8	8.057001	1
1	1	11	11.0936	1
1	1	15	15.148	1
1	1	20	20.2636	1
1	1	25	25.312	1
1	1	30	30.2806	1
1	1	35	35.3892	1
1	2	2.8	3.553201	1
1	2	4	4.300801	1
1	2	5	5.199601	1
1	2	8	8.331401	1
1	2	11	11.0782	1
1	2	15	14.9002	1
1	2	20	19.9724	1
1	2	25	25.473	1
1	2	30	30.3352	1
1	2	35	35.8386	1
1	3	2.8	3.3782	1
1	3	4	4.403001	1
1	3	5	5.164601	1
1	3	8	8.184402	1
1	3	11	11.1342	1
1	3	15	15.19	1
1	3	20	20.3378	1
1	3	25	25.2644	1
1	3	30	30.429	1
1	3	35	35.406	1
1	4	2.8	3.451001	1
1	4	4	4.2532	1
1	4	5	5.114202	1
1	4	8	8.027599	1
1	4	11	11.0278	1
1	4	15	15.2684	1
1	4	20	20.1964	1
1	4	25	25.256	1
1	4	30	30.5158	1
1	4	35	35.4508	1
1	5	2.8	3.493001	1
1	5	4	4.290999	1
1	5	5	5.2906	1
1	5	8	8.225001	1
1	5	11	11.214	1
1	5	15	15.3188	1
1	5	20	20.1166	1
1	5	25	25.3344	1
1	5	30	30.2764	1
1	5	35	35.53761	1
1	6	2.8	3.4958	1
1	6	4	4.337201	1
1	6	5	5.112802	1
1	6	8	8.152201	1
1	6	11	11.0488	1
1	6	15	15.2026	1
1	6	20	20.202	1
1	6	25	25.179	1
1	6	30	30.3016	1
1	6	35	35.45361	1
1	7	2.8	3.4496	1
1	7	4	4.383401	1
1	7	5	5.114202	1
1	7	8	8.258601	1
1	7	11	11.137	1
1	7	15	15.2628	1
1	7	20	20.286	1
1	7	25	25.3036	1
1	7	30	30.3506	1
1	7	35	35.3752	1
0	0	2.8	4.1342	1
0	0	4	4.948999	1
0	0	5	6.046599	1
0	0	8	8.631001	1
0	0	11	11.5248	1
0	0	15	15.505	1
0	0	20	20.7256	1
0	0	25	25.508	1
0	0	30	30.4724	1
0	0	35	35.6552	1
0	1	2.8	3.588201	1
0	1	4	4.417001	1
0	1	5	5.266801	1
0	1	8	8.0626	1
0	1	11	11.0348	1
0	1	15	15.1354	1
0	1	20	20.2468	1
0	1	25	25.2168	1
0	1	30	30.1952	1
0	1	35	35.34019	1
0	2	2.8	2.5662	1
0	2	4	3.7688	1
0	2	5	5.0736	1
0	2	8	7.839999	1
0	2	11	10.9382	1
0	2	15	15.0528	1
0	2	20	19.9472	1
0	2	25	25.165	1
0	2	30	30.3618	1
0	2	35	35.1764	1
0	3	2.8	3.578401	1
0	3	4	4.2756	1
0	3	5	5.328401	1
0	3	8	8.0864	1
0	3	11	11.312	1
0	3	15	15.2166	1
0	3	20	20.3966	1
0	3	25	25.4464	1
0	3	30	30.5032	1
0	3	35	35.7476	1
0	4	2.8	3.479001	1
0	4	4	4.587801	1
0	4	5	5.4852	1
0	4	8	8.351001	1
0	4	11	11.4912	1
0	4	15	15.5358	1
0	4	20	20.6752	1
0	4	25	25.704	1
0	4	30	30.8126	1
0	4	35	35.9086	1
0	5	2.8	3.8598	1
0	5	4	4.526201	1
0	5	5	5.948599	1
0	5	8	8.456	1
0	5	11	11.7348	1
0	5	15	15.113	1
0	5	20	20.2832	1
0	5	25	25.2252	1
0	5	30	30.2932	1
0	5	35	35.7238	1
0	6	2.8	3.494401	1
0	6	4	4.426801	1
0	6	5	5.4152	1
0	6	8	8.117201	1
0	6	11	11.2518	1
0	6	15	15.127	1
0	6	20	20.1684	1
0	6	25	25.3806	1
0	6	30	30.1728	1
0	6	35	35.4102	1
0	7	2.8	3.3068	1
0	7	4	4.368001	1
0	7	5	5.174401	1
0	7	8	8.0542	1
0	7	11	11.1146	1
0	7	15	15.225	1
0	7	20	20.4582	1
0	7	25	25.3806	1
0	7	30	30.5074	1
0	7	35	35.686	1
1	0	2.8	3.5154	1
1	0	4	4.2126	1
1	0	5	5.0428	1
1	0	8	8.055599	1
1	0	11	11.0474	1
1	0	15	15.0038	1
1	0	20	20.0424	1
1	0	25	25.081	1
1	0	30	30.212	1
1	0	35	35.616	1
1	1	2.8	3.4454	1
1	1	4	4.368001	1
1	1	5	5.111402	1
1	1	8	8.019199	1
1	1	11	11.1566	1
1	1	15	15.1536	1
1	1	20	20.2216	1
1	1	25	25.3078	1
1	1	30	30.3758	1
1	1	35	35.3892	1
1	2	2.8	3.329201	1
1	2	4	4.080999	1
1	2	5	5.240201	1
1	2	8	7.9604	1
1	2	11	11.13	1
1	2	15	15.0444	1
1	2	20	19.9136	1
1	2	25	25.48	1
1	2	30	30.2176	1
1	2	35	35.84	1
1	3	2.8	3.1668	1
1	3	4	4.333001	1
1	3	5	5.093202	1
1	3	8	8.178801	1
1	3	11	11.1342	1
1	3	15	15.0752	1
1	3	20	20.433	1
1	3	25	25.3316	1
1	3	30	30.4528	1
1	3	35	35.5992	1
1	4	2.8	3.4076	1
1	4	4	4.376401	1
1	4	5	5.301801	1
1	4	8	7.9828	1
1	4	11	10.9396	1
1	4	15	14.8358	1
1	4	20	20.09	1
1	4	25	25.1202	1
1	4	30	30.1924	1
1	4	35	35.3962	1
1	5	2.8	3.362801	1
1	5	4	4.355401	1
1	5	5	5.243001	1
1	5	8	8.118601	1
1	5	11	11.1426	1
1	5	15	15.2544	1
1	5	20	20.132	1
1	5	25	25.291	1
1	5	30	30.5326	1
1	5	35	35.623	1
1	6	2.8	3.449601	1
1	6	4	4.340001	1
1	6	5	5.033	1
1	6	8	8.131199	1
1	6	11	11.1174	1
1	6	15	15.1438	1
1	6	20	20.1684	1
1	6	25	25.2462	1
1	6	30	30.3002	1
1	6	35	35.4438	1
1	7	2.8	3.543401	1
1	7	4	4.5514	1
1	7	5	5.237401	1
1	7	8	8.115801	1
1	7	11	11.1524	1
1	7	15	15.099	1
1	7	20	20.3546	1
1	7	25	25.2812	1
1	7	30	30.2848	1
1	7	35	35.4872	1
0	0	2.8	3.85	1
0	0	4	4.802	1
0	0	5	5.7694	1
0	0	8	8.507801	1
0	0	11	11.3498	1
0	0	15	15.3776	1
0	0	20	20.4764	1
0	0	25	25.3064	1
0	0	30	30.597	1
0	0	35	35.6622	1
0	1	2.8	3.6666	1
0	1	4	4.342801	1
0	1	5	5.229001	1
0	1	8	8.096201	1
0	1	11	11.1748	1
0	1	15	15.0976	1
0	1	20	20.09	1
0	1	25	25.2196	1
0	1	30	30.247	1
0	1	35	35.4424	1
0	2	2.8	2.739801	1
0	2	4	3.8892	1
0	2	5	5.059599	1
0	2	8	7.9366	1
0	2	11	10.8724	1
0	2	15	14.889	1
0	2	20	19.894	1
0	2	25	25.039	1
0	2	30	30.2722	1
0	2	35	35.2296	1
0	3	2.8	3.5126	1
0	3	4	4.405801	1
0	3	5	5.276601	1
0	3	8	8.194201	1
0	3	11	11.3386	1
0	3	15	15.141	1
0	3	20	20.4246	1
0	3	25	25.249	1
0	3	30	30.6082	1
0	3	35	35.9394	1
0	4	2.8	3.633001	1
0	4	4	4.6116	1
0	4	5	5.4068	1
0	4	8	8.408401	1
0	4	11	11.4226	1
0	4	15	15.484	1
0	4	20	20.6472	1
0	4	25	25.767	1
0	4	30	30.8602	1
0	4	35	36.022	1
0	5	2.8	3.8332	1
0	5	4	4.653601	1
0	5	5	5.6084	1
0	5	8	8.4756	1
0	5	11	11.6802	1
0	5	15	15.239	1
0	5	20	19.502	1
0	5	25	25.4268	1
0	5	30	30.4444	1
0	5	35	35.7462	1
0	6	2.8	3.367001	1
0	6	4	4.562601	1
0	6	5	5.4586	1
0	6	8	8.286601	1
0	6	11	11.1622	1
0	6	15	15.1928	1
0	6	20	20.2426	1
0	6	25	25.4044	1
0	6	30	30.3842	1
0	6	35	35.6174	1
0	7	2.8	3.3292	1
0	7	4	4.2322	1
0	7	5	5.087602	1
0	7	8	8.0514	1
0	7	11	11.1552	1
0	7	15	15.1606	1
0	7	20	20.4526	1
0	7	25	25.515	1
0	7	30	30.5536	1
0	7	35	35.6104	1
1	0	2.8	3.453801	1
1	0	4	4.183199	1
1	0	5	5.0092	1
1	0	8	8.038801	1
1	0	11	10.9802	1
1	0	15	15.106	1
1	0	20	20.0578	1
1	0	25	25.0852	1
1	0	30	30.3058	1
1	0	35	35.50681	1
1	1	2.8	3.462201	1
1	1	4	4.330201	1
1	1	5	5.103002	1
1	1	8	8.107399	1
1	1	11	11.0908	1
1	1	15	15.2348	1
1	1	20	20.188	1
1	1	25	25.326	1
1	1	30	30.32821	1
1	1	35	35.5376	1
1	2	2.8	3.320801	1
1	2	4	4.404401	1
1	2	5	5.105802	1
1	2	8	8.2432	1
1	2	11	10.9914	1
1	2	15	15.029	1
1	2	20	19.915	1
1	2	25	25.1258	1
1	2	30	30.303	1
1	2	35	35.5376	1
1	3	2.8	3.2158	1
1	3	4	4.313401	1
1	3	5	5.0498	1
1	3	8	8.106	1
1	3	11	11.256	1
1	3	15	15.0668	1
1	3	20	20.3112	1
1	3	25	25.2812	1
1	3	30	30.3744	1
1	3	35	35.30379	1
1	4	2.8	3.378201	1
1	4	4	4.431001	1
1	4	5	5.3592	1
1	4	8	8.2068	1
1	4	11	11.1048	1
1	4	15	14.98	1
1	4	20	20.167	1
1	4	25	25.2518	1
1	4	30	30.32961	1
1	4	35	35.4592	1
1	5	2.8	3.4272	1
1	5	4	4.278399	1
1	5	5	5.150601	1
1	5	8	8.159201	1
1	5	11	11.1916	1
1	5	15	15.2572	1
1	5	20	20.1558	1
1	5	25	25.4408	1
1	5	30	30.5424	1
1	5	35	35.5852	1
1	6	2.8	3.529401	1
1	6	4	4.2966	1
1	6	5	5.0246	1
1	6	8	8.023399	1
1	6	11	11.0782	1
1	6	15	15.0556	1
1	6	20	20.2426	1
1	6	25	25.1748	1
1	6	30	30.3842	1
1	6	35	35.5208	1
1	7	2.8	3.4118	1
1	7	4	4.5654	1
1	7	5	5.140801	1
1	7	8	8.174601	1
1	7	11	11.2112	1
1	7	15	15.1144	1
1	7	20	20.4568	1
1	7	25	25.2112	1
1	7	30	30.5032	1
1	7	35	35.3976	1
0	0	2.8	4.0488	1
0	0	4	4.8594	1
0	0	5	5.649	1
0	0	8	8.4588	1
0	0	11	11.3778	1
0	0	15	15.3202	1
0	0	20	20.7886	1
0	0	25	25.4282	1
0	0	30	30.5774	1
0	0	35	35.8274	1
0	1	2.8	3.644201	1
0	1	4	4.334401	1
0	1	5	5.236001	1
0	1	8	8.153601	1
0	1	11	11.144	1
0	1	15	15.0626	1
0	1	20	20.3448	1
0	1	25	25.2532	1
0	1	30	30.2274	1
0	1	35	35.4214	1
0	2	2.8	2.3086	1
0	2	4	3.976	1
0	2	5	4.8202	1
0	2	8	7.8806	1
0	2	11	10.9956	1
0	2	15	14.8736	1
0	2	20	19.9472	1
0	2	25	25.2266	1
0	2	30	30.3324	1
0	2	35	35.2114	1
0	3	2.8	3.7422	1
0	3	4	4.5934	1
0	3	5	5.4054	1
0	3	8	8.128402	1
0	3	11	11.347	1
0	3	15	15.204	1
0	3	20	20.3588	1
0	3	25	25.452	1
0	3	30	30.716	1
0	3	35	36.05	1
0	4	2.8	3.568601	1
0	4	4	4.606	1
0	4	5	5.4992	1
0	4	8	8.370601	1
0	4	11	11.4716	1
0	4	15	15.4812	1
0	4	20	20.5786	1
0	4	25	25.5416	1
0	4	30	30.8098	1
0	4	35	35.8624	1
0	5	2.8	3.7016	1
0	5	4	4.5556	1
0	5	5	5.346601	1
0	5	8	8.4378	1
0	5	11	11.6396	1
0	5	15	15.3356	1
0	5	20	20.3546	1
0	5	25	25.3134	1
0	5	30	30.5144	1
0	5	35	35.7924	1
0	6	2.8	3.488801	1
0	6	4	4.4842	1
0	6	5	5.3774	1
0	6	8	8.164801	1
0	6	11	11.2308	1
0	6	15	15.2292	1
0	6	20	20.3812	1
0	6	25	25.564	1
0	6	30	30.29321	1
0	6	35	35.665	1
0	7	2.8	3.2858	1
0	7	4	4.2672	1
0	7	5	5.252801	1
0	7	8	8.1648	1
0	7	11	11.1048	1
0	7	15	15.0472	1
0	7	20	20.328	1
0	7	25	25.431	1
0	7	30	30.7482	1
0	7	35	35.93661	1
1	0	2.8	3.435601	1
1	0	4	4.275599	1
1	0	5	5.066601	1
1	0	8	8.080801	1
1	0	11	10.9116	1
1	0	15	14.9688	1
1	0	20	20.0438	1
1	0	25	25.1006	1
1	0	30	30.0692	1
1	0	35	35.2828	1
1	1	2.8	3.484601	1
1	1	4	4.443601	1
1	1	5	5.177201	1
1	1	8	8.0808	1
1	1	11	11.1202	1
1	1	15	15.1648	1
1	1	20	20.2412	1
1	1	25	25.3778	1
1	1	30	30.4094	1
1	1	35	35.5418	1
1	2	2.8	3.565801	1
1	2	4	4.158	1
1	2	5	5.317201	1
1	2	8	8.225	1
1	2	11	11.1594	1
1	2	15	14.8946	1
1	2	20	20.006	1
1	2	25	25.1832	1
1	2	30	30.4136	1
1	2	35	35.7238	1
1	3	2.8	3.3964	1
1	3	4	4.2672	1
1	3	5	5.037199	1
1	3	8	8.218	1
1	3	11	11.2504	1
1	3	15	15.1396	1
1	3	20	20.2888	1
1	3	25	25.3582	1
1	3	30	30.5984	1
1	3	35	35.6706	1
1	4	2.8	3.2746	1
1	4	4	4.405801	1
1	4	5	5.237401	1
1	4	8	7.9828	1
1	4	11	11.0208	1
1	4	15	15.0122	1
1	4	20	20.1768	1
1	4	25	25.0488	1
1	4	30	30.3772	1
1	4	35	35.4256	1
1	5	2.8	3.3166	1
1	5	4	4.2294	1
1	5	5	5.296201	1
1	5	8	8.150799	1
1	5	11	11.3372	1
1	5	15	15.2922	1
1	5	20	20.2664	1
1	5	25	25.3344	1
1	5	30	30.4374	1
1	5	35	35.56561	1
1	6	2.8	3.4244	1
1	6	4	4.460401	1
1	6	5	5.0498	1
1	6	8	8.131201	1
1	6	11	11.0362	1
1	6	15	15.1676	1
1	6	20	20.2832	1
1	6	25	25.2658	1
1	6	30	30.3674	1
1	6	35	35.54601	1
1	7	2.8	3.466401	1
1	7	4	4.433801	1
1	7	5	5.187001	1
1	7	8	8.299201	1
1	7	11	11.1496	1
1	7	15	15.0752	1
1	7	20	20.2888	1
1	7	25	25.2042	1
1	7	30	30.3198	1
1	7	35	35.245	1
0	0	2.8	4.085199	1
0	0	4	4.957399	1
0	0	5	5.7848	1
0	0	8	8.618402	1
0	0	11	11.5626	1
0	0	15	15.4336	1
0	0	20	20.7256	1
0	0	25	25.5668	1
0	0	30	30.8168	1
0	0	35	36.1228	1
0	1	2.8	3.582601	1
0	1	4	4.340001	1
0	1	5	5.191201	1
0	1	8	8.1774	1
0	1	11	11.1104	1
0	1	15	15.0598	1
0	1	20	20.2846	1
0	1	25	25.0936	1
0	1	30	30.163	1
0	1	35	35.3864	1
0	2	2.8	2.4612	1
0	2	4	3.8346	1
0	2	5	5.055399	1
0	2	8	7.989799	1
0	2	11	10.9214	1
0	2	15	14.9002	1
0	2	20	20.1698	1
0	2	25	25.1384	1
0	2	30	30.2134	1
0	2	35	35.35	1
0	3	2.8	3.7408	1
0	3	4	4.443601	1
0	3	5	5.4208	1
0	3	8	8.141001	1
0	3	11	11.2476	1
0	3	15	15.19	1
0	3	20	20.3686	1
0	3	25	25.4702	1
0	3	30	30.6236	1
0	3	35	35.9674	1
0	4	2.8	3.602201	1
0	4	4	4.537401	1
0	4	5	5.4362	1
0	4	8	8.272601	1
0	4	11	11.4702	1
0	4	15	15.5512	1
0	4	20	20.713	1
0	4	25	25.8174	1
0	4	30	30.9036	1
0	4	35	36.0052	1
0	5	2.8	3.843	1
0	5	4	4.592	1
0	5	5	5.6854	1
0	5	8	8.580602	1
0	5	11	11.5556	1
0	5	15	15.3398	1
0	5	20	20.3476	1
0	5	25	25.3414	1
0	5	30	30.6264	1
0	5	35	35.58101	1
0	6	2.8	3.549001	1
0	6	4	4.480001	1
0	6	5	5.353601	1
0	6	8	8.1816	1
0	6	11	11.1482	1
0	6	15	15.197	1
0	6	20	20.4064	1
0	6	25	25.2238	1
0	6	30	30.317	1
0	6	35	35.5488	1
0	7	2.8	3.059	1
0	7	4	4.3162	1
0	7	5	5.219201	1
0	7	8	8.163401	1
0	7	11	11.1748	1
0	7	15	15.1956	1
0	7	20	20.3252	1
0	7	25	25.4184	1
0	7	30	30.4878	1
0	7	35	35.4564	1
1	0	2.8	3.5224	1
1	0	4	4.2476	1
1	0	5	5.045599	1
1	0	8	7.995399	1
1	0	11	10.9452	1
1	0	15	14.9674	1
1	0	20	20.0452	1
1	0	25	24.9942	1
1	0	30	30.072	1
1	0	35	35.58941	1
1	1	2.8	3.346001	1
1	1	4	4.401601	1
1	1	5	5.203801	1
1	1	8	8.033199	1
1	1	11	11.2182	1
1	1	15	15.2026	1
1	1	20	20.2076	1
1	1	25	25.27	1
1	1	30	30.45	1
1	1	35	35.497	1
1	2	2.8	3.452401	1
1	2	4	4.1804	1
1	2	5	5.349401	1
1	2	8	8.2208	1
1	2	11	11.0208	1
1	2	15	14.9254	1
1	2	20	20.1026	1
1	2	25	25.2322	1
1	2	30	30.5914	1
1	2	35	35.4284	1
1	3	2.8	3.288599	1
1	3	4	4.2224	1
1	3	5	5.111402	1
1	3	8	8.138201	1
1	3	11	11.1944	1
1	3	15	15.1956	1
1	3	20	20.2524	1
1	3	25	25.4562	1
1	3	30	30.4976	1
1	3	35	35.51381	1
1	4	2.8	3.330601	1
1	4	4	4.398801	1
1	4	5	5.317201	1
1	4	8	8.005199	1
1	4	11	11.0124	1
1	4	15	15.1592	1
1	4	20	20.1936	1
1	4	25	25.165	1
1	4	30	30.1504	1
1	4	35	35.64401	1
1	5	2.8	3.361401	1
1	5	4	4.276999	1
1	5	5	5.252801	1
1	5	8	8.1242	1
1	5	11	11.179	1
1	5	15	15.3258	1
1	5	20	20.1894	1
1	5	25	25.4002	1
