Table	Head	Target	Result	Convers
0	2	30	30.289	1
0	2	35	35.287	1
0	3	2.8	3.593801	1
0	3	4	4.565401	1
0	3	5	5.3914	1
0	3	8	8.150801	1
0	3	11	11.2322	1
0	3	15	15.218	1
0	3	20	20.2804	1
0	3	25	25.3232	1
0	3	30	30.59	1
0	3	35	35.6706	1
0	4	2.8	3.581201	1
0	4	4	4.6018	1
0	4	5	5.551001	1
0	4	8	8.4826	1
0	4	11	11.4282	1
0	4	15	15.5218	1
0	4	20	20.496	1
0	4	25	25.5612	1
0	4	30	30.8714	1
0	4	35	35.8708	1
0	5	2.8	3.85	1
0	5	4	4.6018	1
0	5	5	5.551001	1
0	5	8	8.4574	1
0	5	11	11.6732	1
0	5	15	15.2474	1
0	5	20	20.3742	1
0	5	25	25.305	1
0	5	30	30.28621	1
0	5	35	35.7686	1
0	6	2.8	3.466401	1
0	6	4	4.425401	1
0	6	5	5.328401	1
0	6	8	8.289401	1
0	6	11	11.1594	1
0	6	15	15.12	1
0	6	20	20.3294	1
0	6	25	25.4268	1
0	6	30	30.2288	1
0	6	35	35.609	1
0	7	2.8	3.15	1
0	7	4	4.328801	1
0	7	5	5.215001	1
0	7	8	8.107402	1
0	7	11	11.2084	1
0	7	15	15.1382	1
0	7	20	20.3812	1
0	7	25	25.3008	1
0	7	30	30.4458	1
0	7	35	35.6818	1
1	0	2.8	3.3866	1
1	0	4	4.2126	1
1	0	5	5.087602	1
1	0	8	8.0696	1
1	0	11	10.9522	1
1	0	15	15.1032	1
1	0	20	20.0116	1
1	0	25	25.1048	1
1	0	30	30.0874	1
1	0	35	35.4704	1
1	1	2.8	3.448201	1
1	1	4	4.354001	1
1	1	5	5.278001	1
1	1	8	8.155	1
1	1	11	11.1104	1
1	1	15	15.1844	1
1	1	20	20.2846	1
1	1	25	25.3904	1
1	1	30	30.3058	1
1	1	35	35.3976	1
1	2	2.8	3.5042	1
1	2	4	4.358201	1
1	2	5	5.091802	1
1	2	8	8.176	1
1	2	11	11.1832	1
1	2	15	15.204	1
1	2	20	20.1894	1
1	2	25	25.3554	1
1	2	30	30.2624	1
1	2	35	35.6174	1
1	3	2.8	3.3012	1
1	3	4	4.286799	1
1	3	5	5.292001	1
1	3	8	8.218	1
1	3	11	11.2616	1
1	3	15	15.1886	1
1	3	20	20.468	1
1	3	25	25.5556	1
1	3	30	30.4934	1
1	3	35	35.1176	1
1	4	2.8	3.164	1
1	4	4	4.419801	1
1	4	5	5.0568	1
1	4	8	8.082201	1
1	4	11	11.0544	1
1	4	15	15.211	1
1	4	20	20.2272	1
1	4	25	25.4156	1
1	4	30	30.2918	1
1	4	35	35.5236	1
1	5	2.8	3.4216	1
1	5	4	4.316201	1
1	5	5	5.230401	1
1	5	8	8.2264	1
1	5	11	11.1748	1
1	5	15	15.3272	1
1	5	20	20.1502	1
1	5	25	25.2882	1
1	5	30	30.6166	1
1	5	35	35.1134	1
1	6	2.8	3.453801	1
1	6	4	4.351201	1
1	6	5	5.147801	1
1	6	8	7.8736	1
1	6	11	11.0544	1
1	6	15	15.0836	1
1	6	20	20.0298	1
1	6	25	25.088	1
1	6	30	30.303	1
1	6	35	35.371	1
1	7	2.8	3.535001	1
1	7	4	4.5374	1
1	7	5	5.111402	1
1	7	8	8.2362	1
1	7	11	11.0194	1
1	7	15	15.1802	1
1	7	20	20.2594	1
1	7	25	25.2784	1
1	7	30	30.3982	1
1	7	35	35.1288	1
0	0	2.8	3.9312	1
0	0	4	4.7096	1
0	0	5	5.672801	1
0	0	8	8.174602	1
0	0	11	11.305	1
0	0	15	15.1746	1
0	0	20	20.5226	1
0	0	25	25.1566	1
0	0	30	30.436	1
0	0	35	35.8344	1
0	1	2.8	3.4272	1
0	1	4	4.425401	1
0	1	5	5.210801	1
0	1	8	8.2194	1
0	1	11	11.018	1
0	1	15	14.9548	1
0	1	20	19.957	1
0	1	25	24.9354	1
0	1	30	29.8424	1
0	1	35	35.1386	1
0	2	2.8	2.4486	1
0	2	4	4.0978	1
0	2	5	5.154801	1
0	2	8	7.9436	1
0	2	11	10.9172	1
0	2	15	14.9772	1
0	2	20	20.0382	1
0	2	25	25.1384	1
0	2	30	30.3338	1
0	2	35	35.2534	1
0	3	2.8	3.661	1
0	3	4	4.534601	1
0	3	5	5.353601	1
0	3	8	8.159202	1
0	3	11	11.3708	1
0	3	15	15.2418	1
0	3	20	20.202	1
0	3	25	25.3722	1
0	3	30	30.5788	1
0	3	35	35.8512	1
0	4	2.8	3.557401	1
0	4	4	4.452001	1
0	4	5	5.348001	1
0	4	8	8.233398	1
0	4	11	11.4996	1
0	4	15	15.4378	1
0	4	20	20.4666	1
0	4	25	25.6074	1
0	4	30	30.8924	1
0	4	35	35.791	1
0	5	2.8	3.7506	1
0	5	4	4.499601	1
0	5	5	5.5286	1
0	5	8	8.405601	1
0	5	11	11.662	1
0	5	15	15.1942	1
0	5	20	20.2986	1
0	5	25	25.3722	1
0	5	30	30.3282	1
0	5	35	35.6888	1
0	6	2.8	3.5266	1
0	6	4	4.380601	1
0	6	5	5.269601	1
0	6	8	8.2124	1
0	6	11	11.1734	1
0	6	15	15.3314	1
0	6	20	20.2552	1
0	6	25	25.3232	1
0	6	30	30.23441	1
0	6	35	35.58661	1
0	7	2.8	3.2452	1
0	7	4	4.328801	1
0	7	5	5.331201	1
0	7	8	8.2012	1
0	7	11	11.1454	1
0	7	15	15.2166	1
0	7	20	20.3042	1
0	7	25	25.3358	1
0	7	30	30.415	1
0	7	35	35.476	1
1	0	2.8	3.575601	1
1	0	4	4.228	1
1	0	5	4.9924	1
1	0	8	8.0738	1
1	0	11	10.9774	1
1	0	15	15.0318	1
1	0	20	20.0228	1
1	0	25	25.13	1
1	0	30	30.0706	1
1	0	35	35.4214	1
1	1	2.8	3.4482	1
1	1	4	4.396001	1
1	1	5	5.203801	1
1	1	8	8.2096	1
1	1	11	11.179	1
1	1	15	15.155	1
1	1	20	20.1712	1
1	1	25	25.3176	1
1	1	30	30.3268	1
1	1	35	35.4144	1
1	2	2.8	3.6652	1
1	2	4	4.1412	1
1	2	5	5.175801	1
1	2	8	8.335601	1
1	2	11	11.2714	1
1	2	15	15.057	1
1	2	20	20.2426	1
1	2	25	25.193	1
1	2	30	30.1588	1
1	2	35	35.4494	1
1	3	2.8	3.3166	1
1	3	4	4.2574	1
1	3	5	5.224801	1
1	3	8	8.029	1
1	3	11	11.1286	1
1	3	15	15.1872	1
1	3	20	20.475	1
1	3	25	25.4296	1
1	3	30	30.38	1
1	3	35	35.5026	1
1	4	2.8	3.2018	1
1	4	4	4.347001	1
1	4	5	5.195401	1
1	4	8	8.079402	1
1	4	11	11.193	1
1	4	15	15.0164	1
1	4	20	20.391	1
1	4	25	25.0544	1
1	4	30	30.4486	1
1	4	35	35.7392	1
1	5	2.8	3.312401	1
1	5	4	4.386201	1
1	5	5	5.237401	1
1	5	8	8.250201	1
1	5	11	11.2378	1
1	5	15	15.2768	1
1	5	20	20.174	1
1	5	25	25.4212	1
1	5	30	30.3926	1
1	5	35	35.3388	1
1	6	2.8	3.339001	1
1	6	4	4.275599	1
1	6	5	5.012	1
1	6	8	8.111602	1
1	6	11	11.137	1
1	6	15	15.0906	1
1	6	20	20.1432	1
1	6	25	25.3036	1
1	6	30	30.3226	1
1	6	35	35.4158	1
1	7	2.8	3.4706	1
1	7	4	4.342801	1
1	7	5	5.138001	1
1	7	8	8.190001	1
1	7	11	11.0894	1
1	7	15	15.1228	1
1	7	20	20.118	1
1	7	25	25.3036	1
1	7	30	30.3142	1
1	7	35	35.434	1
0	0	2.8	3.899	1
0	0	4	4.893	1
0	0	5	5.6238	1
0	0	8	8.502202	1
0	0	11	11.5766	1
0	0	15	15.5274	1
0	0	20	20.531	1
0	0	25	25.3848	1
0	0	30	30.5774	1
0	0	35	35.882	1
0	1	2.8	3.2676	1
0	1	4	4.303599	1
0	1	5	5.188401	1
0	1	8	8.085001	1
0	1	11	11.2336	1
0	1	15	14.9884	1
0	1	20	20.2104	1
0	1	25	25.081	1
0	1	30	30.268	1
0	1	35	35.245	1
0	2	2.8	2.6908	1
0	2	4	4.1048	1
0	2	5	5.090402	1
0	2	8	7.9422	1
0	2	11	10.9774	1
0	2	15	14.945	1
0	2	20	20.0928	1
0	2	25	25.0712	1
0	2	30	30.2036	1
0	2	35	35.5838	1
0	3	2.8	3.6932	1
0	3	4	4.456201	1
0	3	5	5.3872	1
0	3	8	8.203999	1
0	3	11	11.2812	1
0	3	15	15.2978	1
0	3	20	20.1838	1
0	3	25	25.4674	1
0	3	30	30.653	1
0	3	35	35.6076	1
0	4	2.8	3.5336	1
0	4	4	4.613	1
0	4	5	5.534201	1
0	4	8	8.307601	1
0	4	11	11.4548	1
0	4	15	15.4588	1
0	4	20	20.5842	1
0	4	25	25.7264	1
0	4	30	30.9148	1
0	4	35	35.875	1
0	5	2.8	3.9102	1
0	5	4	4.652201	1
0	5	5	5.5832	1
0	5	8	8.4462	1
0	5	11	11.6522	1
0	5	15	15.1802	1
0	5	20	20.314	1
0	5	25	25.375	1
0	5	30	30.8658	1
0	5	35	35.1666	1
0	6	2.8	3.535	1
0	6	4	4.498201	1
0	6	5	5.3816	1
0	6	8	8.2502	1
0	6	11	11.1412	1
0	6	15	15.2138	1
0	6	20	20.272	1
0	6	25	25.5192	1
0	6	30	30.3366	1
0	6	35	35.6076	1
0	7	2.8	3.402	1
0	7	4	4.2644	1
0	7	5	5.230401	1
0	7	8	8.127001	1
0	7	11	11.1272	1
0	7	15	15.1298	1
0	7	20	20.3924	1
0	7	25	25.4828	1
0	7	30	30.6908	1
0	7	35	35.7238	1
1	0	2.8	3.403401	1
1	0	4	4.349801	1
1	0	5	5.132401	1
1	0	8	8.086401	1
1	0	11	11.0474	1
1	0	15	15.0094	1
1	0	20	20.0858	1
1	0	25	25.0656	1
1	0	30	30.2946	1
1	0	35	35.4032	1
1	1	2.8	3.529401	1
1	1	4	4.382001	1
1	1	5	5.234601	1
1	1	8	8.127001	1
1	1	11	11.2518	1
1	1	15	15.148	1
1	1	20	20.167	1
1	1	25	25.2868	1
1	1	30	30.3702	1
1	1	35	35.4424	1
1	2	2.8	3.3894	1
1	2	4	4.2322	1
1	2	5	5.195401	1
1	2	8	8.260001	1
1	2	11	11.1776	1
1	2	15	15.1732	1
1	2	20	20.4666	1
1	2	25	25.3904	1
1	2	30	30.5578	1
1	2	35	35.3864	1
1	3	2.8	3.3124	1
1	3	4	4.345601	1
1	3	5	5.247201	1
1	3	8	8.268401	1
1	3	11	11.1664	1
1	3	15	15.2404	1
1	3	20	20.4904	1
1	3	25	25.3512	1
1	3	30	30.7384	1
1	3	35	35.6076	1
1	4	2.8	3.3334	1
1	4	4	4.418401	1
1	4	5	5.192601	1
1	4	8	8.164801	1
1	4	11	11.095	1
1	4	15	15.2334	1
1	4	20	20.1502	1
1	4	25	25.2322	1
1	4	30	30.4724	1
1	4	35	35.4648	1
1	5	2.8	3.3222	1
1	5	4	4.290999	1
1	5	5	5.143601	1
1	5	8	8.2082	1
1	5	11	11.2602	1
1	5	15	15.1536	1
1	5	20	20.1838	1
1	5	25	25.319	1
1	5	30	30.5046	1
1	5	35	35.616	1
1	6	2.8	3.4286	1
1	6	4	4.331601	1
1	6	5	5.065201	1
1	6	8	8.094801	1
1	6	11	11.116	1
1	6	15	15.0598	1
1	6	20	20.0172	1
1	6	25	25.2014	1
1	6	30	30.2386	1
1	6	35	35.3416	1
1	7	2.8	3.528001	1
1	7	4	4.387601	1
1	7	5	5.243001	1
1	7	8	8.117201	1
1	7	11	11.1398	1
1	7	15	15.1802	1
1	7	20	20.2482	1
1	7	25	25.2462	1
1	7	30	30.3828	1
1	7	35	35.55161	1
0	0	2.8	4.1076	1
0	0	4	4.969999	1
0	0	5	5.951399	1
0	0	8	8.542802	1
0	0	11	11.6326	1
0	0	15	15.4434	1
0	0	20	20.7494	1
0	0	25	25.3736	1
0	0	30	30.4094	1
0	0	35	35.8862	1
0	1	2.8	3.3166	1
0	1	4	4.2322	1
0	1	5	5.191201	1
0	1	8	8.076602	1
0	1	11	11.0712	1
0	1	15	14.9436	1
0	1	20	20.0536	1
0	1	25	25.2364	1
0	1	30	30.3212	1
0	1	35	35.098	1
0	2	2.8	2.4612	1
0	2	4	4.164999	1
0	2	5	5.046999	1
0	2	8	8.035999	1
0	2	11	10.9606	1
0	2	15	14.7868	1
0	2	20	20.0718	1
0	2	25	25.144	1
0	2	30	30.219	1
0	2	35	35.3444	1
0	3	2.8	3.7016	1
0	3	4	4.447801	1
0	3	5	5.404	1
0	3	8	8.2068	1
0	3	11	11.3064	1
0	3	15	15.2152	1
0	3	20	20.2748	1
0	3	25	25.3694	1
0	3	30	30.415	1
0	3	35	35.623	1
0	4	2.8	3.600801	1
0	4	4	4.520601	1
0	4	5	5.4614	1
0	4	8	8.463	1
0	4	11	11.4436	1
0	4	15	15.3818	1
0	4	20	20.5954	1
0	4	25	25.6214	1
0	4	30	30.8896	1
0	4	35	35.7056	1
0	5	2.8	3.7072	1
0	5	4	4.446401	1
0	5	5	5.4334	1
0	5	8	8.223601	1
0	5	11	11.5962	1
0	5	15	15.2138	1
0	5	20	20.2566	1
0	5	25	25.4002	1
0	5	30	30.3898	1
0	5	35	35.5796	1
0	6	2.8	3.4986	1
0	6	4	4.488401	1
0	6	5	5.446	1
0	6	8	8.138201	1
0	6	11	11.1482	1
0	6	15	15.2866	1
0	6	20	20.3504	1
0	6	25	25.1972	1
0	6	30	30.24	1
0	6	35	35.5614	1
0	7	2.8	3.3054	1
0	7	4	4.291	1
0	7	5	5.131001	1
0	7	8	8.114399	1
0	7	11	11.1188	1
0	7	15	15.0836	1
0	7	20	20.3154	1
0	7	25	25.3932	1
0	7	30	30.4906	1
0	7	35	35.59501	1
1	0	2.8	3.5336	1
1	0	4	4.2014	1
1	0	5	5.098802	1
1	0	8	7.9436	1
1	0	11	11.0292	1
1	0	15	14.9884	1
1	0	20	20.0704	1
1	0	25	25.0936	1
1	0	30	30.1686	1
1	0	35	35.4634	1
1	1	2.8	3.4104	1
1	1	4	4.356801	1
1	1	5	5.174401	1
1	1	8	8.0794	1
1	1	11	11.1958	1
1	1	15	15.2124	1
1	1	20	20.237	1
1	1	25	25.2854	1
1	1	30	30.429	1
1	1	35	35.287	1
1	2	2.8	3.654001	1
1	2	4	4.494	1
1	2	5	5.4208	1
1	2	8	8.292201	1
1	2	11	11.1706	1
1	2	15	15.323	1
1	2	20	20.2916	1
1	2	25	25.3498	1
1	2	30	30.289	1
1	2	35	35.308	1
1	3	2.8	3.3908	1
1	3	4	4.375001	1
1	3	5	5.287801	1
1	3	8	8.1816	1
1	3	11	11.2266	1
1	3	15	15.1592	1
1	3	20	20.3448	1
1	3	25	25.3946	1
1	3	30	30.3198	1
1	3	35	35.57961	1
1	4	2.8	3.2228	1
1	4	4	4.386201	1
1	4	5	5.194001	1
1	4	8	8.019199	1
1	4	11	11.1244	1
1	4	15	15.2124	1
1	4	20	20.2748	1
1	4	25	25.2574	1
1	4	30	30.32821	1
1	4	35	35.1974	1
1	5	2.8	3.4678	1
1	5	4	4.281199	1
1	5	5	5.254201	1
1	5	8	8.191401	1
1	5	11	11.1706	1
1	5	15	15.3174	1
1	5	20	20.0788	1
1	5	25	25.0712	1
1	5	30	30.5438	1
1	5	35	35.49279	1
1	6	2.8	3.4608	1
1	6	4	4.2518	1
1	6	5	5.114202	1
1	6	8	8.0248	1
1	6	11	11.0418	1
1	6	15	15.085	1
1	6	20	20.02	1
1	6	25	25.1104	1
1	6	30	30.3254	1
1	6	35	35.3584	1
1	7	2.8	3.5126	1
1	7	4	4.440801	1
1	7	5	5.153401	1
1	7	8	8.120001	1
1	7	11	11.1734	1
1	7	15	15.2068	1
1	7	20	20.181	1
1	7	25	25.1286	1
1	7	30	30.1896	1
1	7	35	35.378	1
0	0	2.8	3.9326	1
0	0	4	4.774	1
0	0	5	5.817	1
0	0	8	8.597402	1
0	0	11	11.403	1
0	0	15	15.2264	1
0	0	20	20.4372	1
0	0	25	25.1202	1
0	0	30	30.513	1
0	0	35	35.994	1
0	1	2.8	3.371201	1
0	1	4	4.355401	1
0	1	5	5.205201	1
0	1	8	8.072402	1
0	1	11	11.1972	1
0	1	15	15.0136	1
0	1	20	20.0326	1
0	1	25	25.2084	1
0	1	30	30.0524	1
0	1	35	35.322	1
0	2	2.8	2.619401	1
0	2	4	4.054399	1
0	2	5	5.0358	1
0	2	8	8.048599	1
0	2	11	11.074	1
0	2	15	15.0066	1
0	2	20	20.069	1
0	2	25	25.2714	1
0	2	30	30.3436	1
0	2	35	35.3976	1
0	3	2.8	3.683401	1
0	3	4	4.509401	1
0	3	5	5.3592	1
0	3	8	8.212401	1
0	3	11	11.3778	1
0	3	15	15.2418	1
0	3	20	20.1726	1
0	3	25	25.3876	1
0	3	30	30.5242	1
0	3	35	35.7938	1
0	4	2.8	3.570001	1
0	4	4	4.554201	1
0	4	5	5.4488	1
0	4	8	8.402801	1
0	4	11	11.466	1
0	4	15	15.4812	1
0	4	20	20.5184	1
0	4	25	25.7488	1
0	4	30	30.835	1
0	4	35	35.9954	1
0	5	2.8	3.9746	1
0	5	4	4.5766	1
0	5	5	5.677001	1
0	5	8	8.372001	1
0	5	11	11.8076	1
0	5	15	15.2348	1
0	5	20	20.3616	1
0	5	25	25.3638	1
0	5	30	30.5074	1
0	5	35	35.6748	1
0	6	2.8	3.589601	1
0	6	4	4.516401	1
0	6	5	5.342401	1
0	6	8	8.190001	1
0	6	11	11.2028	1
0	6	15	15.0836	1
0	6	20	20.2104	1
0	6	25	25.2098	1
0	6	30	30.1714	1
0	6	35	35.5236	1
0	7	2.8	3.2102	1
0	7	4	4.2854	1
0	7	5	5.280801	1
0	7	8	8.107401	1
0	7	11	11.1314	1
0	7	15	15.1984	1
0	7	20	20.272	1
0	7	25	25.312	1
0	7	30	30.4472	1
0	7	35	35.4886	1
1	0	2.8	3.43	1
1	0	4	4.2434	1
1	0	5	4.9644	1
1	0	8	7.931	1
1	0	11	10.9634	1
1	0	15	15.0402	1
1	0	20	20.0508	1
1	0	25	24.9998	1
1	0	30	30.1322	1
1	0	35	35.4564	1
1	1	2.8	3.304	1
1	1	4	4.424001	1
1	1	5	5.223401	1
1	1	8	8.2138	1
1	1	11	11.1776	1
1	1	15	15.2054	1
1	1	20	20.1726	1
1	1	25	25.284	1
1	1	30	30.4108	1
1	1	35	35.42	1
1	2	2.8	3.441201	1
1	2	4	4.309201	1
1	2	5	5.195401	1
1	2	8	8.167601	1
1	2	11	10.9354	1
1	2	15	15.0192	1
1	2	20	20.0214	1
1	2	25	25.2616	1
1	2	30	30.3268	1
1	2	35	35.5572	1
1	3	2.8	3.3544	1
1	3	4	4.2322	1
1	3	5	5.215001	1
1	3	8	8.211	1
1	3	11	11.1888	1
1	3	15	15.2194	1
1	3	20	20.4288	1
1	3	25	25.4898	1
1	3	30	30.443	1
1	3	35	35.6342	1
1	4	2.8	3.346001	1
1	4	4	4.3106	1
1	4	5	5.224801	1
1	4	8	8.159201	1
1	4	11	11.1146	1
1	4	15	15.0794	1
1	4	20	20.202	1
1	4	25	25.2112	1
1	4	30	30.59	1
1	4	35	35.42699	1
1	5	2.8	3.304	1
1	5	4	4.271399	1
1	5	5	5.205201	1
1	5	8	8.160601	1
1	5	11	11.1314	1
1	5	15	15.2516	1
1	5	20	20.3098	1
1	5	25	25.2952	1
1	5	30	30.5242	1
1	5	35	35.4746	1
1	6	2.8	3.486	1
1	6	4	4.321801	1
1	6	5	5.098802	1
1	6	8	7.98	1
1	6	11	10.9928	1
1	6	15	15.0738	1
1	6	20	20.1614	1
1	6	25	25.2406	1
1	6	30	30.1994	1
1	6	35	35.3962	1
1	7	2.8	3.382401	1
1	7	4	4.397401	1
1	7	5	5.096002	1
1	7	8	8.2264	1
1	7	11	11.1594	1
1	7	15	15.1228	1
1	7	20	20.1866	1
1	7	25	25.2938	1
1	7	30	30.1826	1
1	7	35	35.3038	1
0	0	2.8	4.0138	1
0	0	4	4.8468	1
0	0	5	5.989199	1
0	0	8	8.660401	1
0	0	11	11.5486	1
0	0	15	15.5106	1
0	0	20	20.6556	1
0	0	25	25.5038	1
0	0	30	30.4122	1
0	0	35	35.7028	1
0	1	2.8	3.3306	1
0	1	4	4.2476	1
0	1	5	5.248601	1
0	1	8	8.124202	1
0	1	11	11.1216	1
0	1	15	14.8988	1
0	1	20	20.0032	1
0	1	25	24.9326	1
0	1	30	29.953	1
0	1	35	35.112	1
0	2	2.8	2.5368	1
0	2	4	4.164999	1
0	2	5	4.9868	1
0	2	8	8.026199	1
0	2	11	10.9284	1
0	2	15	15.0934	1
0	2	20	20.0326	1
0	2	25	25.2434	1
0	2	30	30.4626	1
0	2	35	35.3766	1
0	3	2.8	3.640001	1
0	3	4	4.5276	1
0	3	5	5.353601	1
0	3	8	8.141	1
0	3	11	11.1734	1
0	3	15	15.2404	1
0	3	20	20.1614	1
0	3	25	25.3792	1
0	3	30	30.5858	1
0	3	35	35.6454	1
0	4	2.8	3.617601	1
0	4	4	4.477201	1
0	4	5	5.4936	1
0	4	8	8.295001	1
0	4	11	11.4184	1
0	4	15	15.442	1
0	4	20	20.4862	1
0	4	25	25.6242	1
0	4	30	30.8042	1
0	4	35	35.7602	1
0	5	2.8	3.8794	1
0	5	4	4.582201	1
0	5	5	5.563601	1
0	5	8	8.4868	1
0	5	11	11.7334	1
0	5	15	15.3216	1
0	5	20	20.4694	1
0	5	25	25.4576	1
0	5	30	30.5928	1
0	5	35	35.7686	1
0	6	2.8	3.507	1
0	6	4	4.417001	1
0	6	5	5.411	1
0	6	8	8.252999	1
0	6	11	11.1328	1
0	6	15	15.19	1
0	6	20	20.2454	1
0	6	25	25.3246	1
0	6	30	30.2708	1
0	6	35	35.46761	1
0	7	2.8	3.189199	1
0	7	4	4.205599	1
0	7	5	5.223401	1
0	7	8	8.140999	1
0	7	11	11.1804	1
0	7	15	15.106	1
0	7	20	20.237	1
0	7	25	25.27	1
0	7	30	30.632	1
0	7	35	35.658	1
1	0	2.8	3.3306	1
1	0	4	4.193	1
1	0	5	5.104402	1
1	0	8	7.9786	1
1	0	11	11.004	1
1	0	15	15.0668	1
1	0	20	19.992	1
1	0	25	25.1244	1
1	0	30	30.114	1
1	0	35	35.47739	1
1	1	2.8	3.437001	1
1	1	4	4.373601	1
1	1	5	5.182801	1
1	1	8	8.1438	1
1	1	11	11.2014	1
1	1	15	15.2376	1
1	1	20	20.2748	1
1	1	25	25.4254	1
1	1	30	30.4976	1
1	1	35	35.5166	1
1	2	2.8	3.5098	1
1	2	4	4.398801	1
1	2	5	5.268201	1
1	2	8	8.135402	1
1	2	11	11.2014	1
1	2	15	15.3804	1
1	2	20	20.0788	1
1	2	25	25.2868	1
1	2	30	30.1378	1
1	2	35	35.7518	1
1	3	2.8	3.4132	1
1	3	4	4.463201	1
1	3	5	5.133801	1
1	3	8	8.120002	1
1	3	11	11.1734	1
1	3	15	15.26	1
1	3	20	20.335	1
1	3	25	25.41981	1
1	3	30	30.5662	1
1	3	35	35.6538	1
1	4	2.8	3.388	1
1	4	4	4.2994	1
1	4	5	5.140801	1
1	4	8	8.100401	1
1	4	11	10.9592	1
1	4	15	15.0388	1
1	4	20	20.1908	1
1	4	25	25.2686	1
1	4	30	30.3128	1
1	4	35	35.5306	1
1	5	2.8	3.523801	1
1	5	4	4.2672	1
1	5	5	5.252801	1
1	5	8	8.138201	1
1	5	11	11.1286	1
1	5	15	15.2964	1
1	5	20	20.2062	1
1	5	25	25.2322	1
1	5	30	30.7258	1
1	5	35	35.6188	1
1	6	2.8	3.4482	1
1	6	4	4.295199	1
1	6	5	5.084802	1
1	6	8	8.0612	1
1	6	11	11.0642	1
1	6	15	15.1312	1
1	6	20	20.02	1
1	6	25	25.2364	1
1	6	30	30.2456	1
1	6	35	35.3738	1
1	7	2.8	3.378201	1
1	7	4	4.4884	1
1	7	5	5.115602	1
1	7	8	8.217999	1
1	7	11	11.109	1
1	7	15	15.127	1
1	7	20	20.307	1
1	7	25	25.3204	1
1	7	30	30.1322	1
1	7	35	35.4046	1
0	0	2.8	4.1258	1
0	0	4	4.8678	1
0	0	5	5.7666	1
0	0	8	8.661801	1
0	0	11	11.459	1
0	0	15	15.4784	1
0	0	20	20.6178	1
0	0	25	25.3554	1
0	0	30	30.4248	1
0	0	35	35.6062	1
0	1	2.8	3.547601	1
0	1	4	4.348401	1
0	1	5	5.094601	1
0	1	8	8.083601	1
0	1	11	11.1034	1
0	1	15	14.9898	1
0	1	20	19.9878	1
0	1	25	25.1286	1
0	1	30	30.114	1
0	1	35	35.5474	1
0	2	2.8	2.527	1
0	2	4	3.8976	1
0	2	5	4.8958	1
0	2	8	8.005199	1
0	2	11	10.892	1
0	2	15	14.882	1
0	2	20	19.9976	1
0	2	25	25.2378	1
0	2	30	30.247	1
0	2	35	35.3738	1
0	3	2.8	3.641401	1
0	3	4	4.583601	1
0	3	5	5.254201	1
0	3	8	8.1242	1
0	3	11	11.2476	1
0	3	15	15.2614	1
0	3	20	20.3168	1
0	3	25	25.4058	1
0	3	30	30.4542	1
0	3	35	35.7854	1
0	4	2.8	3.544801	1
0	4	4	4.429601	1
0	4	5	5.4992	1
0	4	8	8.346801	1
0	4	11	11.4128	1
0	4	15	15.3594	1
0	4	20	20.7004	1
0	4	25	25.6704	1
0	4	30	30.7426	1
0	4	35	35.9408	1
0	5	2.8	3.8738	1
0	5	4	4.688601	1
0	5	5	5.672801	1
0	5	8	8.367801	1
0	5	11	11.6886	1
0	5	15	15.0486	1
0	5	20	20.2188	1
0	5	25	25.3638	1
0	5	30	30.3394	1
0	5	35	35.3976	1
0	6	2.8	3.5182	1
0	6	4	4.495401	1
0	6	5	5.327001	1
0	6	8	8.0976	1
0	6	11	11.284	1
0	6	15	15.1508	1
0	6	20	20.1474	1
0	6	25	25.4002	1
0	6	30	30.177	1
0	6	35	35.462	1
0	7	2.8	3.0954	1
0	7	4	4.2938	1
0	7	5	5.171601	1
0	7	8	8.085001	1
0	7	11	11.1286	1
0	7	15	15.1438	1
0	7	20	20.2692	1
0	7	25	25.4296	1
0	7	30	30.4654	1
0	7	35	35.52921	1
1	0	2.8	3.5	1
1	0	4	4.2448	1
1	0	5	5.133801	1
1	0	8	8.129801	1
1	0	11	10.9676	1
1	0	15	15.043	1
1	0	20	20.0354	1
1	0	25	24.878	1
1	0	30	30.1644	1
1	0	35	35.48019	1
1	1	2.8	3.3894	1
1	1	4	4.3722	1
1	1	5	5.202401	1
1	1	8	8.071	1
1	1	11	11.144	1
1	1	15	15.1774	1
1	1	20	20.3602	1
1	1	25	25.3092	1
1	1	30	30.5158	1
1	1	35	35.51801	1
1	2	2.8	3.4188	1
1	2	4	4.320401	1
1	2	5	5.128201	1
1	2	8	8.261401	1
1	2	11	11.1398	1
1	2	15	15.1816	1
1	2	20	20.4274	1
1	2	25	25.403	1
1	2	30	30.2848	1
1	2	35	35.7042	1
1	3	2.8	3.2844	1
1	3	4	4.2938	1
1	3	5	5.136601	1
1	3	8	8.239	1
1	3	11	11.2014	1
1	3	15	15.1606	1
1	3	20	20.321	1
1	3	25	25.3736	1
1	3	30	30.5942	1
1	3	35	35.546	1
1	4	2.8	3.2186	1
1	4	4	4.440801	1
1	4	5	5.188401	1
1	4	8	8.069601	1
1	4	11	11.1342	1
1	4	15	15.2502	1
1	4	20	20.1502	1
1	4	25	25.1524	1
1	4	30	30.38	1
1	4	35	35.5586	1
1	5	2.8	3.402	1
1	5	4	4.425401	1
1	5	5	5.194001	1
1	5	8	8.232	1
1	5	11	11.095	1
1	5	15	15.2586	1
1	5	20	20.3196	1
1	5	25	25.4156	1
1	5	30	30.6432	1
